"id";"schluessel";"von";"bis";"von_str";"bis_str";"wdm";"wdm_klar";"strasse";"status";"historie";"straba";"laenge";"aend";"geom"
14;"00001080";"10010";"10014";"Leipziger Str.";"Marienbrücke";"B";"Bundesstraße";"Antonstraße";20;"AKT";"G";251.34;2024-02-06;"SRID=4326;LINESTRING(13.73706089957408416069 51.0632117303521297913,13.73699979936916548695 51.06317220746124974085,13.73581990711522848869 51.06240897275258561194,13.73545034992435276422 51.06216178990851517483,13.73506010499288976234 51.06190728570199155456,13.73453524536658321153 51.06160847800499880123)"
2;"00001020";"10001";"10002";"Turnerweg";"Erna-Berger-Str.";"B";"Bundesstraße";"Antonstraße";0;"AKT";"S";88.07;2024-02-06;"SRID=4326;LINESTRING(13.74466098226822907691 51.06427023328757996978,13.74406537526516025594 51.06439644679269207472,13.74346976369182371513 51.06452265542366575346)"
3;"00001030";"10002";"10003";"Erna-Berger-Str.";"Schlesischer Platz";"B";"Bundesstraße";"Antonstraße";0;"AKT";"S";94.19;2024-02-06;"SRID=4326;LINESTRING(13.74346976369182371513 51.06452265542366575346,13.74299786220141861293 51.064578993355894454,13.74243552099330933913 51.06464944363409586003,13.74215458670344425229 51.06469590822305093525)"
4;"00001040";"10003";"10004";"Schlesischer Platz";"Hansastraße/Hainstr.";"B";"Bundesstraße";"Antonstraße";20;"AKT";"G";125.93;2024-02-06;"SRID=4326;LINESTRING(13.74215458670344425229 51.06469590822305093525,13.74146875208955442815 51.06475151029336956299,13.74105424293899346821 51.06477011823741207763,13.74084087048914071261 51.06477708685204675021,13.74064282203832121354 51.0647610572983907673,13.74051851608217589273 51.06473655854279058985,13.74037689518209681694 51.06471334248091409336)"
7;"00001050";"10004";"10007";"Hainstr.";"Eisenbahnstr.";"B";"Bundesstraße";"Antonstraße";20;"AKT";"G";170.24;2024-02-06;"SRID=4326;LINESTRING(13.74037689518209681694 51.06471334248091409336,13.74036372000699479656 51.06470785513534593747,13.73998181652420136345 51.06454878541499908806,13.73874566914908790238 51.06410862268154460253,13.73830218364829214295 51.06391913448099018069)"
10;"00001070";"10007";"10010";"Eisenbahnstr.";"Leipziger Str.";"B";"Bundesstraße";"Antonstraße";20;"AKT";"G";117.29;2024-02-06;"SRID=4326;LINESTRING(13.73830218364829214295 51.06391913448099018069,13.73829239101153554259 51.0639134999597672504,13.73766036992455497057 51.06354983618346921048,13.73708071652358775339 51.06322290768205363065,13.73706089957408416069 51.0632117303521297913)"
1;"00001010";"10000";"10001";"Königsbrücker Str.";"Turnerweg";"B";"Bundesstraße";"Antonstraße";0;"AKT";"S";160.86;2024-02-06;"SRID=4326;LINESTRING(13.74681545761162837493 51.06377120277350911692,13.74573822493060859529 51.06402072348278409208,13.74466098226822907691 51.06427023328757996978)"
17;"00002010";"10015";"10014";"Könneritzstr.";"Antonstr.";"B";"Bundesstraße";"Marienbrücke";0;"AKT";"S";475.12;2024-02-06;"SRID=4326;LINESTRING(13.72889304649048369811 51.05934961667005467234,13.72916222325068602572 51.05956332961034149776,13.72920346532833590913 51.05959408852447722893,13.72934185915608473749 51.05969729990285088661,13.72941932408939180732 51.05974993651832960495,13.72944469275764411975 51.05976717555989097264,13.72963779713011867045 51.05988753810968461266,13.72975415686715372487 51.05995788785148192801,13.72981382419947316009 51.05999396194372508262,13.72995118646111656346 51.06007796339594762003,13.73005965649700677034 51.06013863259946106155,13.73011861141262457409 51.06017160614456429357,13.73016551320782951962 51.06019593695250335941,13.73016756615637135042 51.06019700063200161821,13.73029343864132378883 51.06026229217541612115,13.73030480781470785701 51.0602681891101113365,13.73052779946053192361 51.06037850966846036727,13.73070473558474624554 51.06045193908482815459,13.73097978022864218417 51.06055695352900158923,13.73141194231470585407 51.06069019548760934413,13.73335896767902752913 51.06126878776645128255,13.73388319510415378488 51.06142243474094755129,13.73412416137059999244 51.06149274947586036433,13.73412985010496178973 51.06149440912243875346,13.73415941080894775439 51.06150303509884480491,13.73423276115135038822 51.06152443935782514473,13.73423324676819845536 51.06152458130863180941,13.73426129389248195878 51.06153198492386025009,13.73426209726660651711 51.06153219686299848945,13.73433390612813376208 51.06155115359295848521,13.73435565950814840619 51.06155689549346021749,13.73436588369787259012 51.06155959525652576758,13.73438421245902141266 51.06156443405384237622,13.73453524536658321153 51.06160847800499880123)"
30;"00003050";"10025";"10028";"Jahnstr.";"Schweriner Str.";"B";"Bundesstraße";"Könneritzstraße";20;"AKT";"G";147.32;2024-02-06;"SRID=4326;LINESTRING(13.72350118979406907727 51.05512695290251201641,13.72348768777110805672 51.05511712458979189933,13.7230257903911390116 51.05474451160856119714,13.722482268268581862 51.05433238728047484756,13.72236200529363614464 51.05421475504479644769,13.72222063606166031491 51.05407838815986565351)"
21;"00003020";"10016";"10019";"Magdeburger Str.";"Friedrichstr.";"B";"Bundesstraße";"Könneritzstraße";20;"AKT";"G";142.9;2024-02-06;"SRID=4326;LINESTRING(13.72731213566893693212 51.0579547452382982442,13.72729866276932675362 51.05794645007956944482,13.72723723706562282132 51.05790862889266179536,13.72674893878709134754 51.05755741453204876734,13.72627454635756549806 51.05720635413374708378,13.72613169187822990125 51.05709533854729187397,13.72605885115988755274 51.05703750366046733689,13.72598578989691908703 51.05697949635747789898)"
21755;"00003060";"10028";"19971";;;"SB";"Straßenbahn (eigene Trasse)";"Könneritzstraße";5;"AKT";"G";43.29;2024-02-06;"SRID=4326;LINESTRING(13.72222063606166031491 51.05407838815986565351,13.72209021073672907676 51.05393816411266527666,13.72193533056771386214 51.05377164617227947474,13.72191026723536033671 51.05374187631619520289)"
24523;"00003070";"20948";"10030";;;"SB";"Straßenbahn (eigene Trasse)";"Könneritzstraße";5;"AKT";"G";145.35;2024-02-06;"SRID=4326;LINESTRING(13.7214788494244981365 51.05319422640224047427,13.72136617332295216443 51.05303646980585341453,13.72121193626163737633 51.05283173183580913701,13.72111965430106295116 51.05270923262892779348,13.72108502083076508882 51.05266325789487780185,13.72099324889800087135 51.05252848437677215543,13.72087595310775753887 51.0523562305455058663,13.72080599214416807285 51.05225351872234540451,13.72063391776213769901 51.05200089901215676491)"
24325;"00003070";"10030";"20689";;;"SB";"Straßenbahn (eigene Trasse)";"Könneritzstraße";5;"AKT";"G";96.42;2024-02-06;"SRID=4326;LINESTRING(13.72063391776213769901 51.05200089901215676491,13.72037192004366090714 51.05166460663647143292,13.72020428875342901165 51.05142487764663172811,13.72013088574076178361 51.05128466691939337352,13.72009623233869923808 51.05120496742111413369)"
27;"00003040";"10022";"10025";"Laurinstr.";"Jahnstr.";"B";"Bundesstraße";"Könneritzstraße";20;"AKT";"B";139.83;2024-02-06;"SRID=4326;LINESTRING(13.72480366132654161504 51.05607926226561943395,13.72443611202595903364 51.05581066547396318356,13.72350118979406907727 51.05512695290251201641)"
24;"00003030";"10019";"10022";"Friedrichstr.";"Laurinstr.";"B";"Bundesstraße";"Könneritzstraße";20;"AKT";"B";129.97;2024-02-06;"SRID=4326;LINESTRING(13.72598578989691908703 51.05697949635747789898,13.72563204006689296932 51.05671955751287072189,13.72521795184075443785 51.05640274225812191844,13.72481207510987388787 51.05608583343925488407,13.72480366132654161504 51.05607926226561943395)"
24548;"00003065";"19971";"20948";;;"SB";"Straßenbahn (eigene Trasse)";"Könneritzstraße";5;"AKT";"G";68.04;2024-02-06;"SRID=4326;LINESTRING(13.72191026723536033671 51.05374187631619520289,13.72188558254447343643 51.05371255484395476287,13.72183950710948074914 51.05365782474085278864,13.72167838759089342204 51.05346644122565891166,13.72163493771854980707 51.05341483061135932076,13.7215889070388872284 51.05334968803242645663,13.72154708156049629508 51.05329049616485548313,13.72149830316887886283 51.0532214637433412463,13.72149828258995896135 51.05322143384168498415,13.72149820976390799387 51.05322133232466796926,13.7214788494244981365 51.05319422640224047427)"
18;"00003010";"10015";"10016";"Marienbrücke";"Magdeburger Str.";"B";"Bundesstraße";"Könneritzstraße";20;"AKT";"B";192.33;2024-02-06;"SRID=4326;LINESTRING(13.72889304649048369811 51.05934961667005467234,13.72871868637210290842 51.05915102812510752983,13.72862210898139778692 51.05899423182260932208,13.72854712955603417868 51.05887740180698131098,13.72839460808409484116 51.05873747882093027783,13.72784841461816718322 51.05833105339532096423,13.72731213566893693212 51.0579547452382982442)"
16327;"00005055";"10055";"18943";"St.Petersburger Straße";"Wiener Straße";"H";"sonstige Hauptverkehrsstraße";"Wiener Platz";20;"AKT";"B";29.14;2024-02-06;"SRID=4326;LINESTRING(13.73445946743502332765 51.04046701726696255719,13.73454966852630754204 51.04043882654407582322,13.7345707811901558415 51.04043222776778065963,13.73472655084549565174 51.04038356416413080296,13.73481357275274916674 51.04035629206217805631,13.73481601377383221063 51.04035554420250520025,13.73481718876510626615 51.04035519181241653541,13.73483194130728612947 51.04035077774842932286)"
80;"00005050";"10058";"10059";;;"SB";"Straßenbahn (eigene Trasse)";"Wiener Platz";5;"AKT";"O";71.19;2024-02-06;"SRID=4326;LINESTRING(13.7347275122731478092 51.04110233433610943621,13.73471735270315186028 51.04109213790313503978,13.73471425088382424917 51.04108902245314993706,13.7346064943528478608 51.04098141306528191308,13.73459018727433544882 51.04096319044153773348,13.73443505910753970056 51.04078982985522117133,13.73441963487755046458 51.04077491446225423033,13.73440892220798836831 51.04076455283698976473,13.73421181892530640312 51.04057394579998430117,13.73421137138662118105 51.04057351378975226908,13.73420356066748482249 51.0405659605847361604,13.73420162612813655301 51.0405640870933439146,13.73419494806493013073 51.04055763069987250447)"
76;"00005040";"10055";"10056";"Am Hauptbahnhof";"Straba-Gleis Ammonstraße";"W";"beschränkt öffentlicher Weg";"Wiener Platz";20;"AKT";"O";308.03;2024-02-06;"SRID=4326;LINESTRING(13.73445946743502332765 51.04046701726696255719,13.73440412760738205122 51.04048785069651472668,13.73434218401792250575 51.04051117195346165545,13.73420162612813655301 51.0405640870933439146,13.733803650069555502 51.04071391282935366007,13.73246099796226538103 51.04118301185291528554,13.73091368892722918815 51.04165972300847897714,13.7305809841115777914 51.0417647596845185376)"
17921;"00006010";"19362";"10069";"Lennèplatz";"Wiener Str.";"H";"sonstige Hauptverkehrsstraße";"Gellertstraße";20;"AKT";"G";192.83;2024-02-06;"SRID=4326;LINESTRING(13.74664498304671944595 51.03837059073465809433,13.74652414388535603962 51.03831319783985520644,13.74621296641308276776 51.03816540670980117511,13.74591811121083750891 51.03803404815750610624,13.74545395564531347077 51.0378159622962357389,13.74527176905599823442 51.03771744413761268788,13.74510551098050470387 51.03761576667979937838,13.74494748946145783464 51.03750252265721343292,13.74482637793181893926 51.03739134036965197083,13.74473636045596691702 51.03730213696566408998,13.74468993379980652492 51.03724775462309537488,13.74465260181605152923 51.037204023123607044)"
103;"00007010";"10072";"10073";"Straßburger Platz";"Herkulesallee";"H";"sonstige Hauptverkehrsstraße";"Lennéstraße";20;"AKT";"B";314.71;2024-02-06;"SRID=4326;LINESTRING(13.75491039796629344494 51.04612889962548649692,13.7548186171175217396 51.04601415200248482051,13.75474338128214490951 51.04592008705147065939,13.75446849413701144726 51.04563245942753724194,13.75404108106951994728 51.04522166633407209702,13.75304995127219065409 51.04426377547906668042,13.75251197211770737283 51.04373855126343073607)"
17923;"00007020";"10078";"19362";"Hauptallee/Lingnerallee";"Lennéplatz";"H";"sonstige Hauptverkehrsstraße";"Lennéstraße";20;"AKT";"B";558.65;2024-02-06;"SRID=4326;LINESTRING(13.75122094549148954457 51.04245084908998819628,13.7490063462417015927 51.04024001408970434568,13.7483451529724796103 51.03959197497391642173,13.74788369056553349878 51.03913023222412448376,13.74774845051661387174 51.03901790073966537875,13.747662558303014535 51.03895503276179823615,13.74751887105213121743 51.03886977709017003235,13.74733600819609691257 51.0387703700505213078,13.74721650854595367264 51.03870211354507802071,13.74708210636926608572 51.03862413139643905424,13.74696267333422383672 51.03855348593069862773,13.74680538195102386112 51.03845693500434066436,13.74673902257360857959 51.03842121310822932401,13.74668376043677753273 51.03839146456746789227,13.74668143081508020487 51.0383902093541053091,13.74664498304671944595 51.03837059073465809433)"
106;"00007015";"10073";"10078";"Herkulesallee";"Hauptallee";"H";"sonstige Hauptverkehrsstraße";"Lennéstraße";20;"AKT";"B";169.42;2024-02-06;"SRID=4326;LINESTRING(13.75251197211770737283 51.04373855126343073607,13.75251128857803628591 51.043737869500830584,13.75124328297398790255 51.0424731293396476417,13.75122094549148954457 51.04245084908998819628)"
16979;"00008030";"10072";"19048";"Lennéstr.";"Stübelallee";"H";"sonstige Hauptverkehrsstraße";"Straßburger Platz";20;"AKT";"G";172.84;2024-02-06;"SRID=4326;LINESTRING(13.75491039796629344494 51.04612889962548649692,13.75502573316130749959 51.04609330168166536623,13.75528820006328878378 51.04602052594724881374,13.7556997122652671095 51.04590022752505973358,13.75607908185496697229 51.04577921142181651248,13.75652794259148947731 51.04562453580323477809,13.7565502415534552938 51.04561542678312946464,13.75656197662066126952 51.04561063344654314733,13.75708168987235247016 51.04539833055451225619)"
21327;"00009010";"10072";"10088";"Straßburger Platz";"Seidnitzer Str.";"H";"sonstige Hauptverkehrsstraße";"Güntzstraße";20;"AKT";"S";138.53;2024-02-06;"SRID=4326;LINESTRING(13.75491039796629344494 51.04612889962548649692,13.75498916861598708294 51.04624247618530574755,13.7552960591229602727 51.04668496520329767918,13.75572731168598927809 51.04726292058361991621)"
128;"00009050";"10092";"10091";"Dürerstr.";"Güntzplatz";"H";"sonstige Hauptverkehrsstraße";"Güntzstraße";0;"AKT";"S";198.89;2024-02-06;"SRID=4326;LINESTRING(13.75804317850111857524 51.05397884866938795767,13.75810694975848313959 51.05381532035310954143,13.75819054236451499662 51.05371424668440738515,13.75826453674112315184 51.0535939521576409561,13.75832808229516324161 51.05348629214822864242,13.75835324032209605605 51.05330175259646807717,13.75838023843354918085 51.05312778750223401403,13.75832725979241999426 51.05293576756920259641,13.7582112475608262514 51.05263153401940456888,13.75805572097305962131 51.05224967132176772111)"
127;"00009040";"10090";"10091";"Holbeinstr.";"Dürerstr.";"H";"sonstige Hauptverkehrsstraße";"Güntzstraße";0;"AKT";"S";88.93;2024-02-06;"SRID=4326;LINESTRING(13.75776631066236532774 51.05147118056203936476,13.75790436897131030491 51.05185910899358958659,13.75805572097305962131 51.05224967132176772111)"
126;"00009030";"10089";"10090";"Striesener Str.";"Holbeinstr.";"H";"sonstige Hauptverkehrsstraße";"Güntzstraße";0;"AKT";"S";198.63;2024-02-06;"SRID=4326;LINESTRING(13.75717305455363437261 51.04972481421327756834,13.75746540666501793737 51.05059414255836713892,13.75776631066236532774 51.05147118056203936476)"
125;"00009020";"10088";"10089";"Seidnitzer Str.";"Striesener Str.";"H";"sonstige Hauptverkehrsstraße";"Güntzstraße";0;"AKT";"S";292.02;2024-02-06;"SRID=4326;LINESTRING(13.75572731168598927809 51.04726292058361991621,13.75664174871655554 51.04874365170694261451,13.75717305455363437261 51.04972481421327756834)"
129;"00010010";"10092";"10093";"Sachsenallee";"Gerokstr.";"H";"sonstige Hauptverkehrsstraße";"Güntzplatz";0;"AKT";"S";47.9;2024-02-06;"SRID=4326;LINESTRING(13.75804317850111857524 51.05397884866938795767,13.75825634653390672213 51.05390303600073309553,13.75844113680018132584 51.05384979391143218663,13.75866409090545339211 51.05380213228797003921)"
134;"00011010";"10092";"10095";"Güntzplatz";"Sachsenplatz";"H";"sonstige Hauptverkehrsstraße";"Sachsenallee";20;"AKT";"B";160.16;2024-02-06;"SRID=4326;LINESTRING(13.75804317850111857524 51.05397884866938795767,13.75783475185699344934 51.05416587386034166229,13.75747608925821907633 51.05447851897006472655,13.75715992446814972539 51.05477744757939717601,13.75692211239943318901 51.0550035950213825231,13.75673843723115652438 51.05516073117080111388)"
135;"00012010";"10095";"10096";"Sachsenallee";"Albertbrücke";"H";"sonstige Hauptverkehrsstraße";"Sachsenplatz";0;"AKT";"S";98.73;2024-02-06;"SRID=4326;LINESTRING(13.75673843723115652438 51.05516073117080111388,13.75634794396932214511 51.055531912237192671,13.75595197800083369088 51.05589712723582351828)"
142;"00013010";"10096";"10101";"Sachsenplatz";"Rosa-Luxemburg-Platz";"H";"sonstige Hauptverkehrsstraße";"Albertbrücke";0;"AKT";"S";332.05;2024-02-06;"SRID=4326;LINESTRING(13.75595197800083369088 51.05589712723582351828,13.75562493526461160798 51.05621615633909726739,13.75556255159832197421 51.05627701042900667971,13.75550419833075288523 51.05632979224964174136,13.75398076847435824277 51.05770766871987120794,13.75393641813248990502 51.05774574464958703857,13.75347622368994215947 51.0581408493630632961,13.75333103867975559353 51.05827730513302498139,13.75332104293703494591 51.05828670035967320473,13.75325743644272691313 51.05834648261597408236,13.7532532290928202201 51.05835043685651442047)"
143;"00014010";"10101";"10102";"Albertbrücke";"Carusufer";"H";"sonstige Hauptverkehrsstraße";"Rosa-Luxemburg-Platz";0;"AKT";"S";74.66;2024-02-06;"SRID=4326;LINESTRING(13.7532532290928202201 51.05835043685651442047,13.75306871369411254591 51.05864688458002120797,13.75301212464114897216 51.05883269908829902306,13.75296001837045167804 51.05899303338150474474)"
151;"00015030";"10107";"10108";"Tieckstr.";"Bautzner Str.";"H";"sonstige Hauptverkehrsstraße";"Hoyerswerdaer Straße";0;"AKT";"O";173.1;2024-02-06;"SRID=4326;LINESTRING(13.75225591483565068529 51.06146708452092042307,13.75184399538075830094 51.06279478633992141567,13.75177084035899355285 51.06299305729817206156)"
150;"00015020";"10106";"10107";"Melanchthonstr.";"Tieckstr.";"H";"sonstige Hauptverkehrsstraße";"Hoyerswerdaer Straße";0;"AKT";"O";116.49;2024-02-06;"SRID=4326;LINESTRING(13.75255943935158420288 51.06043741726492157795,13.75239090589061241587 51.06095527658305144314,13.75225591483565068529 51.06146708452092042307)"
148;"00015010";"10102";"10106";;;"SB";"Straßenbahn (eigene Trasse)";"Hoyerswerdaer Straße";5;"AKT";"O";163.26;2024-02-06;"SRID=4326;LINESTRING(13.75296001837045167804 51.05899303338150474474,13.75292084259353941889 51.05910527244962082705,13.7528499654278508757 51.05936426034088526649,13.7527466056732308175 51.05972934904370674758,13.7526119186074780032 51.06016222145190397441,13.75255630582160115694 51.06036318019774000732,13.75255943935158420288 51.06043741726492157795)"
20537;"00017090";"10116";"10000";;;"SB";"Straßenbahn (eigene Trasse)";"Albertplatz";5;"AKT";"B";181.49;2024-02-06;"SRID=4326;LINESTRING(13.74575569444940903452 51.06230762044673809896,13.74579824622396984068 51.06242058128351146706,13.74585034572548103426 51.06250390968292407479,13.7458722660972991747 51.06252080955675864971,13.74588288100147970283 51.06252899274614520664,13.74592817886247253512 51.06258465804896218287,13.74596321909595530997 51.06262879684568645189,13.74607203008944189548 51.06273651701842197781,13.74625049910889806881 51.0629265459181596043,13.74627014631365717889 51.06294746451712995849,13.74645236805809744851 51.06313208098448086503,13.7466316236821999297 51.06331476246106859662,13.7467380190949572949 51.06345613521578030713,13.74674943960188855385 51.06359230153996264789,13.74675317040620825537 51.06362183360198514492,13.74679979422527154043 51.06374030265555319374,13.74681545761162837493 51.06377120277350911692)"
23947;"00018025";"20751";"10126";;;"SB";"Straßenbahn (eigene Trasse)";"Albertstraße";5;"AKT";"O";137.3;2024-02-06;"SRID=4326;LINESTRING(13.74599480794886474655 51.05849114015280321155,13.7459574639186623557 51.05896685921296551669,13.74590288479149968737 51.05963815702517649697,13.74590234853656411929 51.05964474753250925687,13.74589589388938470904 51.05972413556949618396)"
177;"00018030";"10126";"10128";;;"SB";"Straßenbahn (eigene Trasse)";"Albertstraße";5;"AKT";"O";183.2;2024-02-06;"SRID=4326;LINESTRING(13.74589589388938470904 51.05972413556949618396,13.74589203354983091288 51.05980605865205745886,13.74584132474013564718 51.06041828063624876677,13.74578078663268243531 51.06122556182406668768,13.74577452412482791999 51.06136953499083119823)"
23773;"00018020";"10125";"20751";;;"SB";"Straßenbahn (eigene Trasse)";"Albertstraße";5;"AKT";"O";129.16;2024-02-06;"SRID=4326;LINESTRING(13.74586516565888771879 51.0573331142821729145,13.74586547724649321367 51.05733547195696786503,13.74588367237518049535 51.0574729989924165352,13.7459102213252872815 51.05767368259768801408,13.74598731322839206825 51.05827728416569755154,13.74599735547166901029 51.0584586960682926815,13.74599480794886474655 51.05849114015280321155)"
180;"00018040";"10128";"10116";;;"SB";"Straßenbahn (eigene Trasse)";"Albertstraße";5;"AKT";"O";104.6;2024-02-06;"SRID=4326;LINESTRING(13.74577452412482791999 51.06136953499083119823,13.74577156225328167238 51.06140140356330192617,13.74571889776544963979 51.06196809691669358244,13.74571974309315791629 51.0621260178216189729,13.74575569444940903452 51.06230762044673809896)"
240;"00041030";"10167";"10170";"Wiesentorstr.";"Neustädter Markt/Große Meißner Str.";"B";"Bundesstraße";"Köpckestraße";20;"AKT";"G";156.45;2024-02-06;"SRID=4326;LINESTRING(13.74345353948359083063 51.05736892048358299689,13.74305264621032485195 51.05739706213737605367,13.74269347732174928467 51.05743281321270643502,13.74233841535601818862 51.05747975583416575773,13.74195817138283715053 51.05754690846278265326,13.7415596181272903209 51.05763265150152818705,13.74130617207166871196 51.05771283371001345586,13.74130377418976856063 51.05771359206291037935)"
236;"00041010";"10125";"10163";;;"SB";"Straßenbahn (eigene Trasse)";"Köpckestraße";5;"AKT";"G";112.17;2024-02-06;"SRID=4326;LINESTRING(13.74586516565888771879 51.0573331142821729145,13.74559462886111838031 51.05733200764893098267,13.74546781850375154477 51.05733148823353673151,13.74426489241960780419 51.05732655517410734092)"
237;"00041020";"10163";"10167";"Sarrasanistr.";"Wiesentorstr.";"B";"Bundesstraße";"Köpckestraße";20;"AKT";"G";57.08;2024-02-06;"SRID=4326;LINESTRING(13.74426489241960780419 51.05732655517410734092,13.74396733492554645295 51.05733720937708142174,13.74374160511787401617 51.05734957108058580388,13.74345353948359083063 51.05736892048358299689)"
246;"00044010";"10177";"10178";;;"SB";"Straßenbahn (eigene Trasse)";"Carolabrücke";5;"AKT";"O";379.33;2024-02-06;"SRID=4326;LINESTRING(13.74624863203951186108 51.05627366165354175109,13.74626576039741365776 51.05622633700377122068,13.74630272451048895732 51.05612421399314371229,13.74635176522948221134 51.05598872029941048822,13.74639483676821605229 51.05586971751755953619,13.74644776255089873018 51.05572349110292407204,13.74645016645956907553 51.05571684867886261827,13.74646349034397729838 51.05568003721531056271,13.74690224511233260785 51.05453713064569853941,13.74716113405956896543 51.05384180626990087148,13.74717586055533935507 51.05376413448028216635,13.7471766856344075336 51.05375978538221204417,13.74721654470779519386 51.05354954577996551279,13.74723731814544791519 51.05343998175022335317,13.74724220081907866131 51.05341422905936354937,13.74724241885363262838 51.05341307581321785847,13.74724578141408493082 51.05335974189296166514,13.74725595745696793415 51.05319842002397479064,13.74724278626517559587 51.05311001924489744397,13.74724058765231404777 51.05309526266315600651,13.74721699211892023129 51.05293691152967738844,13.74721661387457416481 51.05293437868077432995)"
250;"00045010";"10184";"10185";"Schloßplatz";"Neustädter Markt";"U";"übrige Straße";"Augustusbrücke";0;"AKT";"S";364.02;2024-02-06;"SRID=4326;LINESTRING(13.73846756731510510008 51.05380009788995465669,13.73861233127403203014 51.05398685426032301393,13.7387363982824926012 51.05410602597463309849,13.7387489925809891389 51.05411812421120032468,13.73892578669277142467 51.05437218855798420236,13.7392685757359256371 51.05486478791900850638,13.73935463117076416495 51.0549884509013267575,13.73935487698563484571 51.0549888042747994632,13.74003939468243373767 51.05597246531494448618,13.74029052060125266621 51.05635462463528284616,13.74032795939692697118 51.05641159869884404543,13.74033662264486999049 51.0564247820911205622,13.74035828933219427483 51.05645779371904069421,13.74035932027436501812 51.05645934530872409596,13.74057811018830577154 51.05678805975703937747)"
17413;"00046010";"10185";"10170";"Augustusbrücke";"Köpckestr.";"U";"übrige Straße";"Neustädter Markt";20;"AKT";"S";114.83;2024-02-06;"SRID=4326;LINESTRING(13.74057811018830577154 51.05678805975703937747,13.74072285684952099416 51.05696647588244729832,13.74091356389978635377 51.05720153932288241094,13.74100634446682178691 51.05732546950468986324,13.7411938100578403521 51.05757645538300693033,13.74124003887115996747 51.05763834848236371045,13.74124294274669288995 51.05764166305314688543,13.74124926836436877409 51.0576492438214799563,13.74130377418976856063 51.05771359206291037935)"
256;"00053010";"10170";"10186";"Neustädter Markt";"Palaisplatz";"B";"Bundesstraße";"Große Meißner Straße";20;"AKT";"G";270.86;2024-02-06;"SRID=4326;LINESTRING(13.74130377418976856063 51.05771359206291037935,13.74111000195763132581 51.05779044076677308794,13.74091485872909323973 51.05788466658053437186,13.74059239530261500306 51.05803404209599705155,13.74023295850239989591 51.05822930896515288168,13.73989747124013049984 51.05841256668951899655,13.73963369037535287021 51.0585877828594618677,13.73947667084870793985 51.05871665593802077865,13.73930898557735069687 51.05885255049374649161,13.73913550535784366957 51.05903163796791943696,13.73898353806341177119 51.05918333392232710821,13.73886326806121438437 51.05933917569846158813,13.73876367290063527093 51.05949335106299713516)"
265;"00058010";"10186";"10194";"Große Meißner Str.";"Robert-Blum-Str.";"B";"Bundesstraße";"Palaisplatz";20;"AKT";"G";240.56;2024-02-06;"SRID=4326;LINESTRING(13.73876367290063527093 51.05949335106299713516,13.73864325124544372159 51.05967036377167289629,13.73853366007956999795 51.05988921294404292439,13.73841984379189540277 51.06012302638978184177,13.73828645557290961676 51.06039559180918274706,13.73818490685276216823 51.06058897604283686178,13.73806404785602275354 51.06085683381017048532,13.7379156577112890858 51.06113839513805885417,13.73777458694109121495 51.06142314594986686416,13.73774458969969458622 51.06150028289389553038,13.73772398760142010588 51.0615532549624262515)"
287;"00063020";"10138";"10010";"Theresienstr.";"Antonstr.";"H";"sonstige Hauptverkehrsstraße";"Robert-Blum-Straße";20;"AKT";"G";85.08;2024-02-06;"SRID=4326;LINESTRING(13.73737552605254741422 51.06247290942167182948,13.7372127143039968189 51.06283816434330447009,13.73709137744394936931 51.06313673459440849456,13.73706089957408416069 51.0632117303521297913)"
281;"00063010";"10194";"10138";"Palaisplatz";"Theresienstr.";"H";"sonstige Hauptverkehrsstraße";"Robert-Blum-Straße";20;"AKT";"G";105.22;2024-02-06;"SRID=4326;LINESTRING(13.73772398760142010588 51.0615532549624262515,13.73771256779113869584 51.06159991249015916992,13.7377037214744746052 51.06163605817783945895,13.73765604300926490566 51.06177256565012356759,13.73758054757821511771 51.06199227495228853968,13.73737552605254741422 51.06247290942167182948)"
24390;"00082050";"10081";"10072";"Blochmannstr.";"Lennéstr.";"H";"sonstige Hauptverkehrsstraße";"Grunaer Straße";20;"AKT";"G";88.19;2024-02-06;"SRID=4326;LINESTRING(13.753733101744133549 51.04640812680527517387,13.75397984904337533862 51.04635287174058788651,13.75428299655667352397 51.04627619203802879611,13.75461522793774626905 51.0461981578170664875,13.75479714776409423393 51.04615547284322474297,13.75491039796629344494 51.04612889962548649692)"
371;"00082030";"10252";"10232";"Blüherstr.";"Mathildenstr.";"H";"sonstige Hauptverkehrsstraße";"Grunaer Straße";20;"AKT";"G";59.3;2024-02-06;"SRID=4326;LINESTRING(13.75084464037751708076 51.04736139550045947999,13.75121615794238039143 51.04723476978639240542,13.75158001930406470592 51.04709807182356939848)"
368;"00082020";"10227";"10252";"Zirkusstr.";"Blüherstr.";"H";"sonstige Hauptverkehrsstraße";"Grunaer Straße";20;"AKT";"G";175.89;2024-02-06;"SRID=4326;LINESTRING(13.7486540685870650691 51.04813207464236057831,13.74895739712321685033 51.04801809291738834418,13.74928383439362278295 51.04790549622654793893,13.7497541430498841919 51.0477370345961816156,13.7502663822313113684 51.0475651624494872749,13.75084224371626007155 51.04736224039248781992,13.75084464037751708076 51.04736139550045947999)"
