"id";"schluessel";"von";"bis";"von_str";"bis_str";"wdm";"wdm_klar";"strasse";"status";"historie";"straba";"laenge";"aend";"geom"
10805;"12049060";"17056";"17042";;;"SB";"Straßenbahn (eigene Trasse)";"Münchner Straße";5;"AKT";"G";102.3;2024-02-06;"SRID=4326;LINESTRING(13.7197611564074151147 51.02945156644066315721,13.71959532058117936515 51.02939586193801346781,13.71848714807046398789 51.02900415078524076762,13.71848679643076884815 51.02900402552415926039)"
10800;"12049050";"17057";"17058";;;"SB";"Straßenbahn (eigene Trasse)";"Münchner Straße";5;"AKT";"G";105.06;2024-02-06;"SRID=4326;LINESTRING(13.72127123966120265663 51.02970022104066316615,13.72123971201442138579 51.02968952335870511661,13.71995203358934034554 51.02925257952154680652)"
10798;"12049050";"17055";"17056";;;"SB";"Straßenbahn (eigene Trasse)";"Münchner Straße";5;"AKT";"G";103.44;2024-02-06;"SRID=4326;LINESTRING(13.72104536190798462769 51.02990850067406114476,13.72034171018573367462 51.0296465659093101408,13.7197611564074151147 51.02945156644066315721)"
10793;"12049040";"17033";"17051";;;"SB";"Straßenbahn (eigene Trasse)";"Münchner Straße";5;"AKT";"G";164.05;2024-02-06;"SRID=4326;LINESTRING(13.72413802112166258951 51.03097596914467004581,13.72413376705513243792 51.03097451080653002009,13.72208515189601385487 51.03027179704957916329,13.72208311604404507023 51.03027109941597672105)"
10833;"12050030";"17051";"17055";;;"SB";"Straßenbahn (eigene Trasse)";"Münchner Platz";5;"AKT";"G";83.21;2024-02-06;"SRID=4326;LINESTRING(13.72208311604404507023 51.03027109941597672105,13.7210467249942311696 51.02990897693062777307,13.72104536190798462769 51.02990850067406114476)"
10835;"12050030";"17052";"17057";;;"SB";"Straßenbahn (eigene Trasse)";"Münchner Platz";5;"AKT";"G";80.99;2024-02-06;"SRID=4326;LINESTRING(13.72227456818716362363 51.03006076777652566534,13.72127123966120265663 51.02970022104066316615)"
24779;"12055050";"17063";"17062";;;"SB";"Straßenbahn (eigene Trasse)";"Nöthnitzer Straße";5;"AKT";"G";93.69;2024-02-06;"SRID=4326;LINESTRING(13.71540942252251227274 51.0278924998267982005,13.71540846321378737116 51.02789165923299208316,13.71540140029905430197 51.02788545829896094119,13.7153991601196239003 51.02788349299658676728,13.71539759345183462358 51.02788151261650284596,13.71530073249552117431 51.02775914837609150254,13.71527840280589316535 51.02769738224374407309,13.71527797400469239619 51.02767312450284720171,13.7152772980333885755 51.02763495738098242782,13.71530090032512383402 51.02757744991962596259,13.71534398178618197051 51.02752423940943060643,13.71541608099694364853 51.0274733182577975299,13.71551057397940986959 51.02743066943052951956,13.71558890329789193174 51.02741013182048135377,13.71566827577401781468 51.02740297990631290759,13.71579660210711182344 51.02741508926204261343,13.71596950929261637953 51.02746522847071020124)"
10904;"12066030";"17093";"17095";;;"SB";"Straßenbahn (eigene Trasse)";"Westendring";5;"AKT";"O";123.64;2024-02-06;"SRID=4326;LINESTRING(13.71258792210643129295 51.02218081159354312604,13.71165141343128901497 51.02198105614552048337,13.71092927297822150479 51.02180518574267864551)"
10896;"12066010";"17088";"17089";;;"SB";"Straßenbahn (eigene Trasse)";"Westendring";5;"AKT";"O";57.74;2024-02-06;"SRID=4326;LINESTRING(13.71763434559125904855 51.02206316268539154635,13.7175706150819127771 51.02207845353405701871,13.7172649132470070299 51.02214828945033531227,13.71688367980018696812 51.02221071408757069321,13.71684885222703798036 51.02221641712993971396)"
10902;"12066020";"17091";"17093";;;"SB";"Straßenbahn (eigene Trasse)";"Westendring";5;"AKT";"O";150.63;2024-02-06;"SRID=4326;LINESTRING(13.71468710719256911545 51.02242565179850686263,13.71432194232905388276 51.02242378529164312795,13.71402549710569296337 51.02240545343901345632,13.71371223066850397743 51.02237832401385730918,13.71344691422585349017 51.02234526391904267939,13.71313783423008736406 51.02229019572632751078,13.71258792210643129295 51.02218081159354312604)"
16545;"12066050";"17097";"18935";;;"SB";"Straßenbahn (eigene Trasse)";"Westendring";5;"AKT";"O";143.38;2024-02-06;"SRID=4326;LINESTRING(13.70985170114389539719 51.02149270573595174483,13.70920470547073044543 51.02128532021661300178,13.70880879844553135172 51.02114574760717857771,13.70807791892451632521 51.02085428540784306506)"
10906;"12066040";"17095";"17097";;;"SB";"Straßenbahn (eigene Trasse)";"Westendring";5;"AKT";"O";83.19;2024-02-06;"SRID=4326;LINESTRING(13.71092927297822150479 51.02180518574267864551,13.70985170114389539719 51.02149270573595174483)"
17727;"12066015";"17089";"17091";;;"SB";"Straßenbahn (eigene Trasse)";"Westendring";5;"AKT";"O";153.74;2024-02-06;"SRID=4326;LINESTRING(13.71684885222703798036 51.02221641712993971396,13.71682818378666368631 51.02221999505481875303,13.71682007458264074273 51.02222139882375273601,13.71653528942471922392 51.02227069426692906973,13.71625710087062621767 51.02230513412384027561,13.7159043990021380921 51.02234646676640750229,13.71558347071560746144 51.02237758633344810733,13.71520653240172293863 51.02240337863713648403,13.71468710719256911545 51.02242565179850686263)"
10909;"12067005";"16988";"17098";"Coschützer Str.";"Cunnersdorfer Str.";"K";"Kreisstraße";"Karlsruher Straße";0;"AKT";"S";45.05;2024-02-06;"SRID=4326;LINESTRING(13.7066408790489866476 51.01971122270526137754,13.70659337720047155074 51.01958409956814222141,13.70655597500337563588 51.01941053713090212796,13.70651349047689571137 51.01931489175077416576)"
10910;"12067010";"17098";"17099";"Cunnersdorfer Str.";"Kohlenstraße";"K";"Kreisstraße";"Karlsruher Straße";0;"AKT";"S";234.04;2024-02-06;"SRID=4326;LINESTRING(13.70651349047689571137 51.01931489175077416576,13.7062088503257513139 51.01913098531666435065,13.70588716700722464736 51.01897193106069750002,13.70542654024409934266 51.01874955131552269449,13.70492219119092958124 51.01848464575767394535,13.70457619969836216001 51.01831876163305423688,13.70394206191283892338 51.0179762684671942452)"
10911;"12067030";"17099";"17100";"Kohlenstraße";"Achtbeeteweg";"K";"Kreisstraße";"Karlsruher Straße";0;"AKT";"S";257.32;2024-02-06;"SRID=4326;LINESTRING(13.70394206191283892338 51.0179762684671942452,13.70252537181719176829 51.01723316041582734215,13.70189824838695002995 51.01691419918799397237,13.70125911814890606877 51.01659700668253094591,13.70110462845142684785 51.01651038587777975408)"
10912;"12067040";"17100";"17100";;;"SB";"Straßenbahn (eigene Trasse)";"Karlsruher Straße";5;"AKT";"S";478.76;2024-02-06;"SRID=4326;LINESTRING(13.70110462845142684785 51.01651038587777975408,13.70086755456396687691 51.01650068691998285431,13.69885223301080756642 51.01644928585086091744,13.69860907274969896719 51.0164378841007533083,13.69849917371197989269 51.01642506888456551906,13.69839451865122903484 51.01638912994274477342,13.69829937397134145272 51.0163417058443684482,13.69822784063618037464 51.01627136360431080675,13.69819308705936222736 51.01621228833548116199,13.69818837426442037497 51.01620427615745967387,13.69817203381253989392 51.01613165041958097845,13.69817398221531767888 51.01606212689442543251,13.69819817515826443355 51.01599745472189795237,13.69819881154138840884 51.01599575584870649436,13.69823709411785905843 51.01594112481788556579,13.69829833857467171754 51.01588675050577137426,13.69837295366152929432 51.01584701367641372372,13.69847914850112857721 51.01582791221633073064,13.69859436811113795329 51.01581470714796751054,13.6990029244394282415 51.01582364589481244366,13.69967327803208689829 51.01583831113570255411,13.6997832409710582624 51.01587994748921772725,13.70014459494291259034 51.01601676824133591026,13.70110462845142684785 51.01651038587777975408)"
18057;"12189012";"19399";"17322";"Lotzestraße ÖFW";"Ende Richtungsfahrbahn";"U";"übrige Straße";"Passauer Straße";20;"AKT";"G";139.39;2024-02-06;"SRID=4326;LINESTRING(13.71593358709711019117 51.02522523736910642356,13.71595853943779808048 51.02518005232155218209,13.71606469878122425143 51.02499293931855106621,13.71618246256499062952 51.02481838824833459967,13.71630229790979704774 51.02467618400913806909,13.71645166819998706842 51.0245307240161096729,13.71658009554880841563 51.02440821217253841269,13.7167566048896709674 51.02426932785493107758,13.71691893410922169494 51.02414917630824220396)"
11280;"12189020";"17324";"17088";;;"SB";"Straßenbahn (eigene Trasse)";"Passauer Straße";5;"AKT";"O";442.33;2024-02-06;"SRID=4326;LINESTRING(13.71857016905410375784 51.02339057894663909565,13.71944534010276939284 51.02310940640381176081,13.71984376120475523919 51.02296688991555129178,13.72017402572719113607 51.02279664673909564954,13.72037760628584734945 51.02263091283598583914,13.7204974768960070719 51.02237808894392401271,13.72046292298121272779 51.02214333945463664577,13.72032107353386187754 51.02194394503594310208,13.72012510377916783 51.02181140280152504829,13.71987350377724723671 51.02171422247488408175,13.71964434010614830584 51.02166524947681836011,13.71946653476895683355 51.02164981240392904738,13.71920000206564971279 51.02166337770439952237,13.71898519701209195887 51.0216969945348211013,13.71866632857632950504 51.02175175068602186457,13.71830597620297353956 51.02186304182988152434,13.71806712980060538598 51.02194803247333254603,13.71779992213985899241 51.02201911498008968238,13.71778296962308552054 51.02202362505173738327,13.71763434559125904855 51.02206316268539154635)"
18056;"12189010";"17010";"19399";"Nöthnitzer Straße";"Lotzestraße ÖFW";"U";"übrige Straße";"Passauer Straße";20;"AKT";"G";221.7;2024-02-06;"SRID=4326;LINESTRING(13.71588558213134767527 51.02718799035124419561,13.71582624225668922691 51.0270642016272120145,13.71576676826040852575 51.02691617545354318963,13.71573257722292993321 51.02678499301415371292,13.71570034359069190089 51.02662489013373203761,13.71568329150524689908 51.02642118552687833244,13.71568124918766073961 51.02624690529059847677,13.71567515482945509575 51.02612600390705210884,13.71570819634016658028 51.02594485379906785738,13.71574083718695646894 51.02575595276363884523,13.71580516306456587472 51.0255346423147528867,13.71586856053905201236 51.02534298480274088661,13.71593358709711019117 51.02522523736910642356)"
11278;"12189015";"17322";"17324";;;"SB";"Straßenbahn (eigene Trasse)";"Passauer Straße";5;"AKT";"O";144.41;2024-02-06;"SRID=4326;LINESTRING(13.71691893410922169494 51.02414917630824220396,13.71708451489175040194 51.02403822403616828751,13.71732075431341613125 51.02389248379263619881,13.71754472344610320533 51.02377801171182625239,13.71780715188826249573 51.02365499170564788756,13.71807621324510684246 51.02355002974916686753,13.71828497165953741899 51.02347737916583270135,13.71857016905410375784 51.02339057894663909565)"
11287;"13001030";"17326";"17327";"Reisewitzer Str.";"Poststr.";"K";"Kreisstraße";"Kesselsdorfer Straße";0;"AKT";"S";78.63;2024-02-06;"SRID=4326;LINESTRING(13.70087542967375426883 51.04376160276000717886,13.70048572370352779615 51.04372755622335944281,13.70006668876182409633 51.04369626040688245894,13.6997637763712454273 51.04366871115901460598)"
17484;"13001310";"19214";"19223";;;"SB";"Straßenbahn (eigene Trasse)";"Kesselsdorfer Straße";5;"AKT";"O";454.26;2024-02-06;"SRID=4326;LINESTRING(13.64350414798862409782 51.0397039489807298196,13.64051127752832393014 51.03924729771293300473,13.63796651440745399952 51.03885277747971827011,13.63720948885005945783 51.03873783943941333519)"
17474;"13001294";"19209";"19213";;;"SB";"Straßenbahn (eigene Trasse)";"Kesselsdorfer Straße";5;"AKT";"B";135.97;2024-02-06;"SRID=4326;LINESTRING(13.64665908625877754901 51.0402083373533415056,13.64655966996350677789 51.04018061441743725482,13.6463420690484653619 51.04013372260903480537,13.64619701847874644329 51.04010992223109610677,13.64613192791809481719 51.0400992416764012205,13.64555755729239372442 51.04001240073507972284,13.64533493209695613757 51.03997873950462604853,13.64514311193709517056 51.03994973725540518217,13.64513726385957781417 51.03994894551612304667,13.64483891309622975996 51.03990854009697386573,13.64478479722101056382 51.03990121183905870339)"
17476;"13001302";"19213";"19214";;;"SB";"Straßenbahn (eigene Trasse)";"Kesselsdorfer Straße";5;"AKT";"O";92.44;2024-02-06;"SRID=4326;LINESTRING(13.64478479722101056382 51.03990121183905870339,13.64464465758207900592 51.03987986670336596262,13.64350414798862409782 51.0397039489807298196)"
17483;"13001315";"19223";"19222";;;"SB";"Straßenbahn (eigene Trasse)";"Kesselsdorfer Straße";5;"AKT";"O";174.22;2024-02-06;"SRID=4326;LINESTRING(13.63720948885005945783 51.03873783943941333519,13.63719775811105350272 51.03873619001088002278,13.63687748016741885237 51.03869115046750692954,13.63660387526225292731 51.03865292811806142481,13.63633312221897142535 51.03862252542089095186,13.63605602542390116128 51.03859788718408196928,13.63574469833551461306 51.03858257904679618377,13.63524788005888765952 51.03857678298092537261,13.63474775185853005155 51.03857873044672288643)"
11300;"13001150";"17339";"17340";"ÖW 9 - Wölfnitz";"Julius-Vahlteich-Str.";"H";"sonstige Hauptverkehrsstraße";"Kesselsdorfer Straße";0;"AKT";"S";62.7;2024-02-06;"SRID=4326;LINESTRING(13.68100354378979410797 51.04237832581826950218,13.68055680064340329238 51.04236858092620110483,13.68010963483335906687 51.04237381447384080957)"
11299;"13001140";"17338";"17339";"Hofwiesenstr./ÖFW";"ÖW 9-Wölfnitz";"H";"sonstige Hauptverkehrsstraße";"Kesselsdorfer Straße";0;"AKT";"S";59.42;2024-02-06;"SRID=4326;LINESTRING(13.68185077551188477685 51.04239020769609425088,13.68139935406995277845 51.0423818889954574729,13.68100354378979410797 51.04237832581826950218)"
11298;"13001135";"17337";"17338";"Wendel-Hipler-Str.";"Hofwiesenstr./ÖFW";"H";"sonstige Hauptverkehrsstraße";"Kesselsdorfer Straße";0;"AKT";"S";58.63;2024-02-06;"SRID=4326;LINESTRING(13.68268657875246496758 51.04240700952243514621,13.68201439504062655317 51.04239215843794141847,13.68185077551188477685 51.04239020769609425088)"
21009;"13001130";"17336";"17337";"Koblenzer Str.";"Wendel-Hipler-Str.";"U";"übrige Straße";"Kesselsdorfer Straße";0;"AKT";"S";56.93;2024-02-06;"SRID=4326;LINESTRING(13.68349843246539521147 51.04241784392994674135,13.68309250480997718569 51.04241242832186742362,13.68268657875246496758 51.04240700952243514621)"
21008;"13001120";"17335";"17336";"Roßweiner Str.";"Koblenzer Str.";"U";"übrige Straße";"Kesselsdorfer Straße";0;"AKT";"S";132.79;2024-02-06;"SRID=4326;LINESTRING(13.68539088084862598294 51.04246423911475716295,13.68445654310509418394 51.04244306049211132859,13.68349843246539521147 51.04241784392994674135)"
21007;"13001110";"17334";"17335";"Williamstr.";"Roßweiner Str.";"U";"übrige Straße";"Kesselsdorfer Straße";0;"AKT";"S";62.13;2024-02-06;"SRID=4326;LINESTRING(13.68627630327418920331 51.04248511485722161751,13.6858678103703859108 51.04247882752719789323,13.68539088084862598294 51.04246423911475716295)"
21006;"13001100";"17333";"17334";"Lange Str.";"Williamstr.";"U";"übrige Straße";"Kesselsdorfer Straße";0;"AKT";"S";114.1;2024-02-06;"SRID=4326;LINESTRING(13.68790292482989201517 51.04251537336677557732,13.68712087561400458924 51.04250342149934027702,13.68627630327418920331 51.04248511485722161751)"
21005;"13001090";"17332";"17333";"Saalhausener Str.";"Lange Str.";"U";"übrige Straße";"Kesselsdorfer Straße";0;"AKT";"S";231.95;2024-02-06;"SRID=4326;LINESTRING(13.69119199702405609287 51.04268539060751663783,13.6905071000329172648 51.04259914382740959127,13.69019098524556277141 51.04257062858309978992,13.68986566497670587239 51.04255548607210357659,13.68928079554452992284 51.0425371205675304509,13.68871358051329600869 51.04253867532244015592,13.68790292482989201517 51.04251537336677557732)"
11292;"13001080";"17331";"17332";"Deubener Str.";"Saalhausener Str.";"K";"Kreisstraße";"Kesselsdorfer Straße";0;"AKT";"S";84.96;2024-02-06;"SRID=4326;LINESTRING(13.69237558812670485509 51.04284904754614160538,13.69178312052069834692 51.04277159440856337369,13.69119199702405609287 51.04268539060751663783)"
11291;"13001070";"17330";"17331";"Rudolf-Renner-Str.";"Deubener Str.";"K";"Kreisstraße";"Kesselsdorfer Straße";0;"AKT";"S";134.91;2024-02-06;"SRID=4326;LINESTRING(13.69426195249352851135 51.04308796532255598777,13.69330785178748044473 51.04296162728412866727,13.69237558812670485509 51.04284904754614160538)"
11290;"13001060";"17329";"17330";"Wernerstr.";"Rudolf-Renner-Str.";"K";"Kreisstraße";"Kesselsdorfer Straße";0;"AKT";"S";191.94;2024-02-06;"SRID=4326;LINESTRING(13.69695622996464656751 51.04339357258299259001,13.69647005890012714246 51.04333510570830867437,13.69566951038668278784 51.04325058569223472205,13.69495170988860088812 51.04316876042663864155,13.69456569210083252131 51.04312385116144668018,13.69426195249352851135 51.04308796532255598777)"
11289;"13001050";"17328";"17329";"Bünaustr.";"Wernerstr.";"K";"Kreisstraße";"Kesselsdorfer Straße";0;"AKT";"S";116.84;2024-02-06;"SRID=4326;LINESTRING(13.69860223466096371681 51.04355789346119820493,13.6977990202419821486 51.04347456882738498507,13.69695622996464656751 51.04339357258299259001)"
11288;"13001040";"17327";"17328";"Poststr.";"Bünaustr.";"K";"Kreisstraße";"Kesselsdorfer Straße";0;"AKT";"S";82.37;2024-02-06;"SRID=4326;LINESTRING(13.6997637763712454273 51.04366871115901460598,13.69920018016526697124 51.0436117026482989445,13.69860223466096371681 51.04355789346119820493)"
11286;"13001020";"17325";"17326";"Gröbelstr.";"Reisewitzer Str.";"K";"Kreisstraße";"Kesselsdorfer Straße";0;"AKT";"S";103.11;2024-02-06;"SRID=4326;LINESTRING(13.70234307262851380926 51.04372193307013105823,13.70105024563378215419 51.04377090227805524592,13.70087542967375426883 51.04376160276000717886)"
11285;"13001010";"16857";"17325";"Tharandter Straße";"Gröbelstr.";"K";"Kreisstraße";"Kesselsdorfer Straße";0;"AKT";"S";134.82;2024-02-06;"SRID=4326;LINESTRING(13.70425405441525512629 51.04361849713135512729,13.70388276823547535344 51.04367179760032513514,13.70341663405235266282 51.04369672678887326356,13.70234307262851380926 51.04372193307013105823)"
11816;"14003030";"10865";"17647";"westl. Brückenrampen";"Abzweig/Brücke 26";"B";"Bundesstraße";"Hamburger Straße";20;"AKT";"B";192.87;2024-02-06;"SRID=4326;LINESTRING(13.68981490788850052809 51.06157630146792314463,13.68977093613812812123 51.0615845541171182731,13.68943035376074845999 51.06164846907729781833,13.68791110931416632468 51.06191277668798278455,13.68714454843243544246 51.0619833058642811352)"
11813;"14003027";"10857";"10865";"Knoten 4948 171";"westl.  Brückenrampen";"B";"Bundesstraße";"Hamburger Straße";20;"AKT";"B";31.23;2024-02-06;"SRID=4326;LINESTRING(13.69024196908224233482 51.06149615384315865185,13.6902386506588324977 51.06149677673342068829,13.69023572388794285359 51.06149732667384455453,13.69022752325807346097 51.06149886518401359581,13.69021545325603561594 51.06150113102147258815,13.69020721675606289125 51.06150267632256145589,13.69014966444081338182 51.06151347748377844482,13.69010888070019937857 51.06152113109052237405,13.6900471720632221917 51.06153271206553512229,13.6900254509288874516 51.06153678879467605611,13.68981490788850052809 51.06157630146792314463)"
11810;"14003025";"10860";"10857";"östl. Brückenrampen";"Knoten 4948 171";"B";"Bundesstraße";"Hamburger Straße";20;"AKT";"B";31.78;2024-02-06;"SRID=4326;LINESTRING(13.6906782578635404235 51.06141842910459871518,13.69050698058527970602 51.06144894216176766122,13.69045456437381602655 51.06145828032050815182,13.69024196908224233482 51.06149615384315865185)"
11807;"14003020";"17644";"10860";"Bremer Straße";"östl. Brückenrampen";"B";"Bundesstraße";"Hamburger Straße";20;"AKT";"B";235.5;2024-02-06;"SRID=4326;LINESTRING(13.6939207133135116834 51.06086953142600037836,13.6932208203232566035 51.06102085157019132566,13.69250724240063199488 51.06113130630131280441,13.69188472200261053047 51.06123550872979421911,13.69109793476546244051 51.06134366151727732586,13.6906782578635404235 51.06141842910459871518)"
11804;"14003015";"17646";"17644";"Aufweitung Straba-Haltestelle";"Bremer Straße";"S";"Staatsstraße";"Hamburger Straße";20;"AKT";"B";145.96;2024-02-06;"SRID=4326;LINESTRING(13.69584061690904164266 51.06036196843942320811,13.69501047441905861035 51.06056929597101401441,13.69437376602178702001 51.06073561370338609322,13.69398953799051454894 51.06084918701553476694,13.6939207133135116834 51.06086953142600037836)"
11803;"14003010";"17645";"17646";"Waltherstraße";"Aufweitung Straba-Haltestelle";"S";"Staatsstraße";"Hamburger Straße";0;"AKT";"S";1034.37;2024-02-06;"SRID=4326;LINESTRING(13.71009796574765715604 51.0580777498282571969,13.70970947751292356998 51.05817213950822264223,13.7091640583665768105 51.05824548429066567223,13.70834958795337499282 51.05834965758266719149,13.7072923632269194627 51.05848334120904752353,13.70584067233218839021 51.05866878510909145916,13.70449965811152637229 51.0588376535539367751,13.7032124102248218378 51.05900122637978455487,13.70208663370007506899 51.05914453769745620093,13.70070795315975509254 51.05932470531498523769,13.69944661578174915917 51.05947823512588712447,13.69911860633136413412 51.0595319061759553847,13.69885787789000275438 51.0595980835753735505,13.69806161818337386649 51.05979939079074370056,13.69698128348296961576 51.06006807053208973457,13.69600408419088388712 51.06031730995145778707,13.69584061690904164266 51.06036196843942320811)"
11826;"14003080";"17654";"17655";"Bahnstraße";"Cossebauder Straße";"B";"Bundesstraße";"Hamburger Straße";0;"AKT";"S";115.93;2024-02-06;"SRID=4326;LINESTRING(13.68287029575401625436 51.06183814079037830425,13.68273584839805856461 51.06183771367636836658,13.68235709927950694009 51.06184548664271005691,13.68183396709874699582 51.06184941868596638415,13.68144546679237372189 51.06184939068626960079,13.68121633812500803629 51.06185119489811086169)"
11825;"14003070";"17653";"17654";"ÖFW 11-Cotta";"Bahnstraße";"B";"Bundesstraße";"Hamburger Straße";0;"AKT";"S";70.74;2024-02-06;"SRID=4326;LINESTRING(13.68387226301043746446 51.06190428233275468983,13.68385467792155374411 51.06190172996276999129,13.6837270861875381911 51.06189148990117843141,13.68364485281393250204 51.06188489101062089048,13.6835217690710635452 51.06187501355169899853,13.68320890046098625703 51.06184304530429329816,13.68287029575401625436 51.06183814079037830425)"
11824;"14003060";"17652";"17653";"ÖW 12-Cotta";"ÖFW 11-Cotta";"B";"Bundesstraße";"Hamburger Straße";0;"AKT";"S";161.84;2024-02-06;"SRID=4326;LINESTRING(13.68606472224310444119 51.06229341453947512264,13.68576409500799329066 51.06230479086082141293,13.68543791921138463863 51.06227592180241714459,13.68519394930457444559 51.06223804220068984705,13.68498229651783582028 51.06218445180211062961,13.68474502843875484359 51.06211945483448033656,13.68452776409243654143 51.06205468073627429249,13.6843005327258548931 51.06198761774671623925,13.68408286969030385194 51.06193488431696181351,13.68387226301043746446 51.06190428233275468983)"
11821;"14003050";"17647";"17652";"Abzweig/Brücke 26";"ÖW 12-Cotta";"B";"Bundesstraße";"Hamburger Straße";20;"AKT";"B";83.81;2024-02-06;"SRID=4326;LINESTRING(13.68714454843243544246 51.0619833058642811352,13.68696555371820977598 51.06201198512939498642,13.68678249185585293901 51.06206097834346735453,13.68654635855155454749 51.06216352109760236999,13.68637530356050113767 51.06222193377875839815,13.68621700325738821391 51.06226347142587229655,13.68606472224310444119 51.06229341453947512264)"
17810;"14007060";"19327";"19328";;;"SB";"Straßenbahn (eigene Trasse)";"Messering";5;"AKT";"U";88.6;2024-02-06;"SRID=4326;LINESTRING(13.7164261943481147199 51.06825283084832278746,13.71631909892473366597 51.06830773240560716886,13.71583855390340822566 51.06837923387092104122,13.7152133133320575098 51.06843967522786442714)"
17811;"14007070";"19328";"19329";;;"SB";"Straßenbahn (eigene Trasse)";"Messering";5;"AKT";"U";80.28;2024-02-06;"SRID=4326;LINESTRING(13.7152133133320575098 51.06843967522786442714,13.71474823642859952599 51.06849332054121504143,13.71443740380482090302 51.06853985121639283307,13.71432544248464502346 51.06855885186346455384,13.71425251825807656303 51.068599516697247509,13.7142212535301801779 51.06864818029941233135,13.71420279269146824674 51.06868114830773208723,13.71420237221668259053 51.06868189998230178617)"
17808;"14008010";"17639";"19326";;;"SB";"Straßenbahn (eigene Trasse)";"Schlachthofstraße";5;"AKT";"U";298.55;2024-02-06;"SRID=4326;LINESTRING(13.71571191287465474318 51.06288482209025403336,13.71571077705550933956 51.06288765225724546326,13.71565735741371483414 51.06302073264511420803,13.71570148614497952622 51.06337179850137886206,13.71576536859360651022 51.06387386848950882268,13.71588985777928648702 51.06477995891523136152,13.71601932708746751644 51.06552737599150759706,13.71602397782409177296 51.06555421684632278811)"
17809;"14008020";"19326";"19327";;;"SB";"Straßenbahn (eigene Trasse)";"Schlachthofstraße";5;"AKT";"U";303.47;2024-02-06;"SRID=4326;LINESTRING(13.71602397782409177296 51.06555421684632278811,13.71650284087036020253 51.06814169966418859303,13.71648836373846869208 51.06819304553361860144,13.7164261943481147199 51.06825283084832278746)"
11888;"14010050";"17700";"17643";"ÖFW 71 - Friedrichstadt";"Waltherstr.";"U";"übrige Straße";"Friedrichstraße";0;"AKT";"S";110.15;2024-02-06;"SRID=4326;LINESTRING(13.71426859740918047237 51.06112941240311897673,13.71385171252454426849 51.06126235181756811699,13.71332304535727075745 51.06143460807952294545,13.71300645577555599175 51.06152330111127923828,13.71286141476011977147 51.06156995605879700406)"
11887;"14010040";"17699";"17700";"Vorwerkstr.";"ÖFW 71 - Friedrichstadt";"U";"übrige Straße";"Friedrichstraße";0;"AKT";"S";99.22;2024-02-06;"SRID=4326;LINESTRING(13.71553311191589230589 51.06072830861960198945,13.71523712624270530114 51.06082233127391134531,13.71451035902157045143 51.06105598032319647928,13.71426859740918047237 51.06112941240311897673)"
17895;"14010035";"19355";"17699";"Am Bramschkontor";"Vorwerkstr.";"U";"übrige Straße";"Friedrichstraße";0;"AKT";"S";205.21;2024-02-06;"SRID=4326;LINESTRING(13.71815207101889200203 51.05990340066998101065,13.71812810972870799731 51.05991094458106260845,13.71730590941301564101 51.06016701851656591771,13.71665227513554086158 51.06037795268416346062,13.71587234223342477435 51.06062142842613127414,13.71553311191589230589 51.06072830861960198945)"
17894;"14010030";"17698";"19355";"Bräuergasse";"Am Bramschkontor";"U";"übrige Straße";"Friedrichstraße";0;"AKT";"S";220.18;2024-02-06;"SRID=4326;LINESTRING(13.72094634462061435443 51.05899923098791504117,13.72030061472528572608 51.05921923338715373575,13.71959053203726597303 51.05943601282010746445,13.71891993605206572227 51.05966006346832131157,13.71815207101889200203 51.05990340066998101065)"
11882;"14010010";"10019";"17697";"Könneritzstr.";"Weißeritzstr.";"U";"übrige Straße";"Friedrichstraße";20;"AKT";"S";103.93;2024-02-06;"SRID=4326;LINESTRING(13.72598578989691908703 51.05697949635747789898,13.72591379698066482717 51.05702605813331729223,13.725621472952500568 51.05721511707093895893,13.7255864444111459477 51.05723777126193141385,13.72551338450524127666 51.05728267905791994963,13.72521612871911322884 51.05746539088894309089,13.72494761718727041 51.05764647490416052733)"
11885;"14010020";"17697";"17698";"Weißeritzstr.";"Bräuergasse";"U";"übrige Straße";"Friedrichstraße";0;"AKT";"S";318.31;2024-02-06;"SRID=4326;LINESTRING(13.72494761718727041 51.05764647490416052733,13.72448373490031947597 51.0578111922998374439,13.72400067505654952527 51.05798873185975139677,13.72328852618137240427 51.05823406979309453391,13.7225999055926273229 51.05845226826588145741,13.7217153428583493735 51.05874630508404976581,13.72094634462061435443 51.05899923098791504117)"
11914;"14014060";"17725";"17726";"Menageriestr.";"Vorwerkstr.";"H";"sonstige Hauptverkehrsstraße";"Schäferstraße";0;"AKT";"S";97.71;2024-02-06;"SRID=4326;LINESTRING(13.71387893081348963165 51.0568157006486416094,13.71325429603905199372 51.05701502295296734246,13.71263798431012226331 51.05721591204334686154)"
11912;"14014040";"17723";"17724";"Institutsgasse";"Manitiusstr.";"H";"sonstige Hauptverkehrsstraße";"Schäferstraße";0;"AKT";"S";64.92;2024-02-06;"SRID=4326;LINESTRING(13.71554298851069653153 51.05625919671076928807,13.71512266442880978445 51.05639675750449413272,13.71472377999164038442 51.05653159751435765656)"
11915;"14014070";"17726";"17645";"Vorwerkstr.";"Waltherstr.";"H";"sonstige Hauptverkehrsstraße";"Schäferstraße";0;"AKT";"S";202.2;2024-02-06;"SRID=4326;LINESTRING(13.71263798431012226331 51.05721591204334686154,13.71197753394977603136 51.05743558411146665321,13.71130390709296875684 51.0576704966968577537,13.71051953800007616735 51.05793431247826674735,13.71009796574765715604 51.0580777498282571969)"
